ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
3599,6193,CA-2020-104927,12/22/2020,12/26/2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,5,9.072
3600,6194,CA-2020-104927,12/22/2020,12/26/2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5,-9.8115
3601,6195,CA-2020-104927,12/22/2020,12/26/2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,75.88,5,26.558
3602,6196,CA-2020-113453,10/21/2020,10/28/2020,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,329.988,2,-76.9972
3603,6197,CA-2020-113453,10/21/2020,10/28/2020,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376,3,-4.461
3604,6203,CA-2019-118332,12/16/2019,12/23/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,7.049
3605,6204,CA-2019-133669,10/21/2019,10/27/2019,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,East,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,235.152,8,-47.0304
3606,6205,CA-2020-145660,12/1/2020,12/3/2020,First Class,MG-17650,Matthew Grinstein,Home Office,United States,Marion,Ohio,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,1.7352
3607,6206,CA-2019-133697,10/20/2019,10/24/2019,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016,7,15.9425
3608,6207,CA-2019-133697,10/20/2019,10/24/2019,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,25.248,4,7.89
3609,6208,CA-2019-133697,10/20/2019,10/24/2019,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,1,-14.5764
3610,6209,CA-2020-148138,9/29/2020,10/3/2020,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,-6.396
3611,6210,CA-2020-119809,8/18/2020,8/25/2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528,9,942.8157
3612,6211,CA-2020-119809,8/18/2020,8/25/2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02,7,290.0058
3613,6212,CA-2020-119809,8/18/2020,8/25/2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",65.94,3,22.4196
3614,6213,CA-2020-149944,11/12/2020,11/16/2020,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3,9.12
3615,6214,CA-2020-149944,11/12/2020,11/16/2020,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,22.0748
3616,6219,CA-2019-160220,10/20/2019,10/26/2019,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,Central,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",125.7,6,35.196
3617,6220,CA-2019-160220,10/20/2019,10/26/2019,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2,51.8346
3618,6221,CA-2019-160220,10/20/2019,10/26/2019,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,20.86,7,1.4602
3619,6222,US-2020-157224,9/14/2020,9/18/2020,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,9,26.082
3620,6223,CA-2020-140627,12/23/2020,12/27/2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,19.0848
3621,6224,CA-2020-140627,12/23/2020,12/27/2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,12.264,7,1.0731
3622,6225,CA-2020-140627,12/23/2020,12/27/2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352,3,-54.588
3623,6229,CA-2019-148208,1/22/2019,1/27/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,4,-20.2356
3624,6230,CA-2019-148208,1/22/2019,1/27/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,15.8631
3625,6231,CA-2020-127656,7/11/2020,7/17/2020,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Waterloo,Iowa,Central,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,30.32,4,11.8248
3626,6232,US-2020-142188,9/11/2020,9/11/2020,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,8.8784
3627,6233,US-2020-142188,9/11/2020,9/11/2020,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,9.3312
3628,6234,US-2020-142188,9/11/2020,9/11/2020,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,11,34.2144
3629,6235,US-2020-142188,9/11/2020,9/11/2020,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,459.9875
3630,6236,US-2020-142188,9/11/2020,9/11/2020,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96,5,-17.991
3631,6237,CA-2019-144400,2/23/2019,2/27/2019,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,21.591
3632,6238,US-2019-155180,1/22/2019,1/29/2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,9.2176
3633,6241,US-2019-131912,10/29/2019,11/1/2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,1,3.8168
3634,6242,CA-2020-141572,5/28/2020,5/31/2020,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,101.4504
3635,6244,CA-2019-165561,11/24/2019,11/28/2019,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,7.605
3636,6248,CA-2020-121580,5/29/2020,6/4/2020,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.41,1,19.9686
3637,6249,CA-2020-121580,5/29/2020,6/4/2020,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24,3,2.6208
3638,6250,CA-2020-121580,5/29/2020,6/4/2020,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,120.9416
3639,6251,CA-2020-121580,5/29/2020,6/4/2020,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1,3.99
3640,6256,CA-2020-139444,9/9/2020,9/15/2020,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Plano,Texas,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9.856,4,3.4496
3641,6258,CA-2020-141425,11/2/2020,11/6/2020,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Columbus,Ohio,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.592,2,-81.7258
3642,6262,CA-2020-103506,7/23/2020,7/27/2020,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Long Beach,New York,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4,19.872
3643,6263,CA-2019-132479,9/24/2019,9/26/2019,First Class,MK-17905,Michael Kennedy,Corporate,United States,Rockford,Illinois,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442.372,7,-729.9138
3644,6264,CA-2020-160724,5/5/2020,5/10/2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,15.525
3645,6265,US-2019-115952,10/6/2019,10/6/2019,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,14.425
3646,6270,CA-2020-102379,12/2/2020,12/6/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,1,-7.9984
3647,6271,CA-2020-102379,12/2/2020,12/6/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,West,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9,43.4646
3648,6272,CA-2020-102379,12/2/2020,12/6/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,44.975
3649,6273,CA-2020-149706,12/11/2020,12/12/2020,First Class,AS-10285,Alejandro Savely,Corporate,United States,Palatine,Illinois,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7,23.2624
3650,6274,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,4.4712
3651,6275,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,428.4,3,89.964
3652,6276,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,10.89
3653,6277,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,7,41.2237
3654,6278,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,17.38
3655,6279,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,2,-4.6764
3656,6280,US-2019-139087,7/17/2019,7/22/2019,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,4.1652
3657,6281,CA-2020-152226,5/12/2020,5/16/2020,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,5.904,2,1.9926
3658,6284,CA-2019-100944,9/24/2019,9/28/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5,143.303
3659,6285,CA-2019-100944,9/24/2019,9/28/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,563.24,5,56.324
3660,6286,CA-2019-125080,10/21/2019,10/26/2019,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Lakewood,Ohio,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,-231.4116
3661,6287,CA-2019-121020,10/24/2019,10/31/2019,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Lebanon,Tennessee,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,239.976,3,17.9982
3662,6292,CA-2020-143756,12/2/2020,12/5/2020,First Class,ME-17725,Max Engle,Consumer,United States,Salem,Virginia,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,168.4704
3663,6300,CA-2020-107314,11/30/2020,12/3/2020,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Francisco,California,West,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,25.83,3,9.5571
3664,6303,CA-2020-166919,11/23/2020,11/27/2020,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Dallas,Texas,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5,19.596
3665,6304,CA-2020-162712,6/18/2020,6/20/2020,Second Class,NK-18490,Neil Knudson,Home Office,United States,Corpus Christi,Texas,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352,3,23.235
3666,6305,CA-2020-107552,5/5/2020,5/5/2020,Same Day,AI-10855,Arianne Irving,Consumer,United States,New York City,New York,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68,1,3.2064
3667,6306,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,7,-4.1762
3668,6307,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,-14.4078
3669,6308,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,16.7832
3670,6309,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,3,-97.5528
3671,6310,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,228.0792
3672,6311,CA-2019-163328,11/4/2019,11/6/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,15.176,1,5.3116
3673,6313,CA-2020-120019,2/16/2020,2/21/2020,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,81.1314
3674,6314,CA-2020-120019,2/16/2020,2/21/2020,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,1,7.3451
3675,6319,CA-2020-161459,11/25/2020,11/29/2020,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.96,5,3.4965
3676,6320,CA-2020-161459,11/25/2020,11/29/2020,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,15.336
3677,6321,CA-2020-160017,9/28/2020,10/2/2020,Standard Class,SP-20860,Sung Pak,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,3.6288
3678,6337,CA-2019-165995,8/30/2019,9/6/2019,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.9936
3679,6338,CA-2019-165995,8/30/2019,9/6/2019,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,42.495
3680,6339,CA-2020-143112,10/5/2020,10/9/2020,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,4,43.9
3681,6340,CA-2020-143112,10/5/2020,10/9/2020,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",221.382,2,2.4598
3682,6341,CA-2020-143112,10/5/2020,10/9/2020,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,1351.9896
3683,6342,US-2019-105830,12/31/2019,1/2/2020,First Class,DB-13660,Duane Benoit,Consumer,United States,Lancaster,Ohio,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,156.512,4,-35.2152
3684,6347,CA-2020-104822,10/20/2020,10/20/2020,Same Day,RB-19465,Rick Bensley,Home Office,United States,New York City,New York,East,OFF-LA-10002034,Office Supplies,Labels,Avery 478,24.55,5,12.0295
3685,6351,CA-2020-161557,9/3/2020,9/8/2020,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Dallas,Texas,Central,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5,-105.69
3686,6352,CA-2020-161130,11/3/2020,11/8/2020,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Miami,Florida,South,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,27.1032
3687,6357,CA-2020-139080,1/23/2020,1/28/2020,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,6.888
3688,6358,CA-2020-139080,1/23/2020,1/28/2020,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,4,12.4416
3689,6359,CA-2020-139080,1/23/2020,1/28/2020,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,1,3.1104
3690,6360,CA-2020-139080,1/23/2020,1/28/2020,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,6,8.6352
3691,6363,CA-2020-110443,11/21/2020,11/25/2020,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,150.8,5,56.55
3692,6364,CA-2020-110443,11/21/2020,11/25/2020,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,West,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.992,1,103.9992
3693,6365,CA-2020-110443,11/21/2020,11/25/2020,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,West,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8,24.8832
3694,6366,CA-2020-144848,4/4/2020,4/5/2020,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,11.1294
3695,6367,CA-2020-144848,4/4/2020,4/5/2020,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,7.2111
3696,6368,CA-2020-144848,4/4/2020,4/5/2020,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,33.3256
3697,6369,US-2020-147998,5/19/2020,5/24/2020,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,49.92
3698,6370,CA-2019-103919,10/3/2019,10/7/2019,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,-29.512
3699,6371,CA-2019-113425,11/21/2019,11/21/2019,Same Day,JK-16120,Julie Kriz,Home Office,United States,New York City,New York,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.568,2,12.7764
3700,6372,CA-2020-143035,10/3/2020,10/5/2020,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,21.8192
3701,6373,CA-2020-143035,10/3/2020,10/5/2020,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,3.1161
3702,6374,CA-2020-143035,10/3/2020,10/5/2020,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546
3703,6377,CA-2019-163216,10/7/2019,10/10/2019,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,1.7248
3704,6378,US-2019-116442,12/15/2019,12/22/2019,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804
3705,6379,CA-2020-150623,4/10/2020,4/14/2020,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,41.9958
3706,6380,CA-2020-150623,4/10/2020,4/14/2020,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,71.5375
3707,6382,CA-2019-127236,3/29/2019,4/2/2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,-167.986
3708,6383,CA-2019-127236,3/29/2019,4/2/2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,-36.9544
3709,6384,US-2020-104661,1/15/2020,1/18/2020,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,-52.4544
3710,6385,US-2020-104661,1/15/2020,1/18/2020,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,14.3952
3711,6386,US-2020-104661,1/15/2020,1/18/2020,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,13.3008
3712,6387,US-2020-104661,1/15/2020,1/18/2020,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,-6.6278
